Country ID,Country,Description,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Latest Year,"GHG total without LULUCF, latest year  
1000 t of
 CO₂ equivalent ",% change since 1990,"GHG emissions per capita,
latest year 
kg of CO₂ equivalent"
686,Senegal,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,...,...,...,...,...,...,"16,882.11",...,...,...,...,"13,580.08",...,...,...,...,...,...,...,...,...,...,...,...,...,2005,13580.08,...,1.22
688,Serbia,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","80,802.93",...,...,...,...,...,...,...,"66,342.41",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1998,66342.41,-17.90,6.85
690,Seychelles,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,...,249.28,...,...,...,...,330.08,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2000,330.08,...,4.08
702,Singapore,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,"26,859.08",...,...,...,...,...,"38,789.97",...,...,...,...,...,...,...,...,...,"46,869.50",...,"48,333.87",...,...,...,...,...,...,2012,48333.87,...,9.00
703,Slovakia,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","73,517.13","64,096.66","58,415.82","55,050.77","52,701.64","53,302.33","53,189.63","53,130.67","52,525.60","51,197.48","49,291.58","51,564.19","50,196.23","50,412.28","51,271.02","51,271.66","51,168.78","49,417.37","49,935.39","45,653.72","46,405.54","45,704.01","43,185.82","42,855.65","40,791.62","41,830.67","42,316.79","43,475.29","43,348.35",2018,43348.35,-41.04,7.95
705,Slovenia,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","18,609.59","17,289.66","17,371.45","17,555.31","17,944.60","18,634.26","19,281.69","19,647.74","19,411.18","18,788.62","19,037.60","19,952.64","20,121.41","19,844.10","20,156.01","20,456.75","20,625.25","20,789.28","21,514.46","19,530.10","19,555.22","19,565.61","19,004.84","18,307.64","16,575.01","16,750.90","17,607.61","17,366.76","17,502.14",2018,17502.14,-5.95,8.42
90,Solomon Islands,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,294.38,...,...,...,...,...,422.29,...,...,...,...,493.02,...,...,...,...,618.61,...,...,...,...,...,...,...,...,2010,618.61,...,1.17
710,South Africa,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","347,349.36",...,...,...,"379,837.16",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1994,379837.16,9.35,9.36
728,South Sudan,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"31,521.81","32,646.60","33,381.66","33,638.50",...,...,...,2015,33638.50,...,3.14
724,Spain,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","289,383.33","296,990.56","306,740.10","296,219.09","312,944.73","328,901.25","321,217.52","335,660.95","345,704.24","373,171.35","388,776.13","386,579.77","404,906.86","412,869.59","428,860.79","443,439.52","436,395.82","447,253.68","413,027.78","373,425.05","358,858.91","358,230.88","350,958.86","324,693.22","326,815.62","338,254.29","326,890.38","340,298.29","334,255.16",2018,334255.16,15.51,7.16
144,Sri Lanka,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,"28,326.00","29,598.41","29,128.00",...,...,...,...,"18,797.24",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2000,18797.24,...,1.00
275,State of Palestine,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"3,261.75",...,...,...,...,...,...,...,2011,3261.75,...,0.79
729,Sudan,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,...,"54,194.00",...,...,...,...,"67,839.60",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2000,67839.60,...,2.49
740,Suriname,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,...,...,...,...,...,...,...,...,...,"3,330.00",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2003,3330.00,...,6.82
752,Sweden,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","71,184.93","71,428.09","70,970.22","71,276.38","73,788.74","73,120.48","77,087.95","72,084.29","72,549.44","69,454.61","68,114.65","68,934.26","69,642.10","70,017.22","69,455.15","66,624.03","66,247.36","65,129.16","62,753.43","58,496.75","64,467.31","60,131.47","57,294.30","55,607.71","53,846.36","53,739.18","53,285.94","52,715.03","51,779.24",2018,51779.24,-27.26,5.19
756,Switzerland,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","53,778.90","55,658.49","55,396.14","52,921.29","51,914.23","52,829.75","53,432.35","52,303.07","53,869.04","53,658.46","53,080.70","54,601.12","53,068.38","54,095.78","54,698.08","55,414.41","55,022.40","53,159.34","54,524.83","53,082.11","54,726.72","50,615.83","52,037.42","52,816.49","48,877.39","48,412.50","48,725.31","47,873.18","46,332.51",2018,46332.51,-13.85,5.43
760,Syrian Arab Republic,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,"52,787.40","55,114.49","55,256.94","57,356.71","62,271.89","64,533.88","69,648.27","69,197.20","71,073.91","72,926.55","74,843.52","79,215.75",...,...,...,...,...,...,...,...,...,...,...,...,...,2005,79215.75,...,4.31
762,Tajikistan,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","24,181.00","23,972.00","20,283.90","18,018.00","12,093.00","9,526.00","7,896.00","7,932.00","7,022.00","6,750.00","6,750.00","6,980.00","7,178.00","7,500.00","8,382.00","7,876.00","8,458.00","7,630.00","7,675.00","8,266.00","8,184.00",...,...,...,...,...,...,...,...,2010,8184.00,-66.16,1.09
764,Thailand,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,"223,990.13",...,...,...,...,...,"226,086.00","238,303.00","249,798.00","261,886.00","279,133.00","287,728.00","290,984.00","301,055.00","303,027.00","304,459.00","314,920.00","314,272.00","324,780.00","318,660.90",...,...,...,...,...,2013,318660.90,...,4.68
626,Timor-Leste,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"1,276.59",...,...,...,...,...,...,...,...,2010,1276.59,...,1.17
768,Togo,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,"4,258.24","4,625.05","4,660.06","4,995.74","5,527.08","5,774.80","6,277.31",...,"4,917.19",...,...,...,...,"6,158.02",...,...,...,...,...,...,...,...,...,...,...,...,...,2005,6158.02,...,1.10
776,Tonga,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,229.22,...,...,...,...,...,245.09,...,...,...,...,...,192.19,...,...,...,...,...,...,...,...,...,...,...,...,2006,192.19,...,1.89
780,Trinidad and Tobago,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","16,006.18",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1990,16006.18,0.00,13.11
788,Tunisia,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,"25,140.76",...,...,...,...,...,"34,237.87",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2000,34237.87,...,3.53
792,Turkey,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","219,367.81","226,756.07","232,975.38","240,316.70","234,287.67","247,761.96","267,396.69","278,626.96","280,231.00","277,650.22","298,759.82","280,301.38","286,003.42","305,260.93","314,668.94","337,139.73","358,291.53","391,422.39","387,590.13","395,596.00","398,882.58","427,830.53","447,254.81","439,325.69","458,368.97","472,595.01","497,741.90","523,752.84","520,941.59",2018,520941.59,137.47,6.33
795,Turkmenistan,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,"34,901.24",...,...,...,...,...,"50,315.64",...,...,...,"75,408.52",...,...,...,...,...,"66,367.20",...,...,...,...,...,...,...,...,2010,66367.20,...,13.05
798,Tuvalu,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,5.56,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,18.43,...,...,...,...,2014,18.43,...,1.68
800,Uganda,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,"41,547.17",...,...,...,...,...,"27,559.78",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2000,27559.78,...,1.17
804,Ukraine,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","942,072.46","855,689.21","800,682.92","710,580.89","604,307.69","561,511.11","514,681.25","498,995.26","480,322.33","449,025.44","427,203.05","445,295.32","430,433.29","439,724.29","442,498.57","441,635.07","459,266.97","462,601.91","450,384.56","389,970.18","406,799.09","428,125.58","417,169.51","408,768.45","362,502.50","318,938.91","337,397.31","322,778.65","339,244.28",2018,339244.28,-63.99,7.67
784,United Arab Emirates,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,"130,435.70",...,...,...,...,...,"129,834.00",...,...,...,...,"195,308.00",...,...,...,...,...,...,...,...,"199,878.61",...,...,...,...,2014,199878.61,...,21.69
826,United Kingdom of Great Britain and Northern Ireland,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","797,812.04","807,236.09","786,435.91","767,022.50","758,171.05","751,691.00","773,629.78","748,416.32","747,129.66","716,725.96","716,279.71","719,097.19","699,596.36","706,682.23","703,280.27","695,430.66","688,259.17","676,546.33","656,112.47","600,031.69","614,493.22","567,259.49","583,865.70","570,218.68","529,981.28","512,121.42","486,371.70","475,259.76","465,931.88",2018,465931.88,-41.60,6.94
834,United Republic of Tanzania,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","38,988.84",...,...,...,"39,236.70",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1994,39236.70,0.64,1.36
840,United States of America,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","6,437,000.13","6,373,259.70","6,480,086.59","6,596,774.55","6,685,730.47","6,771,015.64","6,974,407.04","7,028,804.64","7,077,750.26","7,125,608.98","7,275,396.97","7,172,475.08","7,214,460.60","7,255,112.41","7,381,668.68","7,391,771.13","7,314,388.89","7,416,454.47","7,210,129.30","6,753,906.09","6,981,613.04","6,820,533.47","6,580,674.82","6,769,551.03","6,829,016.66","6,676,371.43","6,524,080.44","6,488,234.64","6,676,649.62",2018,6676649.62,3.72,20.41
858,Uruguay,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","25,658.13",...,...,...,"28,109.20",...,...,...,"32,240.39",...,"28,371.21",...,"30,812.30",...,"30,396.31",...,"35,019.52",...,"37,228.81",...,"31,199.58",...,"34,294.76",...,"32,564.60",...,"32,147.55","32,006.48",...,2017,32006.48,24.74,9.31
860,Uzbekistan,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent","180,315.32","183,155.74","176,299.41","203,048.70","183,614.00","184,178.05","188,963.96","179,273.10","173,629.76","182,190.66","197,973.67","199,796.95","204,220.18","201,710.11","198,948.62","196,226.63","211,745.07","212,548.44","227,298.98","207,574.59","199,239.54","204,026.59","205,269.93",...,...,...,...,...,...,2012,205269.93,13.84,6.97
548,Vanuatu,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,299.39,...,...,...,...,...,586.23,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2000,586.23,...,3.17
862,Venezuela (Bolivarian Republic of),"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,...,...,...,...,...,"192,192.24",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1999,192192.24,...,8.10
704,Viet Nam,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,"84,454.06",...,...,...,...,...,"135,795.01",...,...,...,...,...,...,...,...,...,"266,049.23",...,...,"278,441.86",...,...,...,...,...,2013,278441.86,...,3.07
887,Yemen,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,...,"17,870.11",...,...,...,...,"25,742.09",...,...,...,...,...,...,...,...,...,"34,139.25",...,"37,942.87",...,...,...,...,...,...,2012,37942.87,...,1.55
894,Zambia,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,"32,770.07",...,...,...,...,...,"14,404.70",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2000,14404.70,...,1.38
716,Zimbabwe,"Time Series - Greenhouse Gas Emissions (GHG) total without LULUCF, in 1000 tonnes of CO2 equivalent",...,...,...,...,"27,594.22",...,...,...,...,...,"68,540.68",...,...,...,...,...,"21,184.72",...,...,...,...,...,...,...,...,...,...,...,...,2006,21184.72,...,1.74
